question,link,images,answers
RelatedWhat are some rarely known facts about Indian Army?,https://www.quora.com/What-are-some-rarely-known-facts-about-Indian-Army,https://qph.cf2.quoracdn.net/main-qimg-9d572aaff715c9a9e4099ecf9395b7c2-lq | https://qph.cf2.quoracdn.net/main-qimg-9d572aaff715c9a9e4099ecf9395b7c2-lq | https://qph.cf2.quoracdn.net/main-qimg-4ad0aa7fe19ffca642353c38563eee85.webp | https://qph.cf2.quoracdn.net/main-qimg-332e2271ff9be4cee1f9fe12df53df14.webp | https://qph.cf2.quoracdn.net/main-qimg-203c637b080833687813173cdfb4529e.webp | https://qph.cf2.quoracdn.net/main-qimg-f45922377485ff391feafc73f2259580.webp,Some of the lesser known facts about the Indian Army. 1) It is recorded that Adolf Hitler expressed his desire to acquire the Gurkha Regiment because he believed that he could have acquired the whole of Europe if he had Gurkha as it was the only force in the whole world that could confront and withstand a German Attack.2) In the early 70’s and 90’s the Indian Army managed to covertly test their nucContinue ReadingSome of the lesser known facts about the Indian Army. 1) It is recorded that Adolf Hitler expressed his desire to acquire the Gurkha Regiment because he believed that he could have acquired the whole of Europe if he had Gurkha as it was the only force in the whole world that could confront and withstand a German Attack.2) In the early 70’s and 90’s the Indian Army managed to covertly test their nuclear arsenal even without the keen eye of the CIA noticing. The mission was undertaken with such tact that it resulted as one of the biggest failures of the CIA as they were clueless that it even happened.3) Operation Rahat (2013) was one of the most successful and biggest civilian rescue operations ever carried out. The state of Uttarakhand was struck by flash floods that killed thousands who drowned or were buried by landslides caused by the floods. The Indian Army along with the Air force airlifted a total of 20000 people dropped a total of 3 82400 kilograms of food supplies and relief equipment and flew a total of 2140 sorties. If not for the valiant effort put in by the army which worked round the clock almost everyone would have died. Their efforts were praised by millions across the nation.4) Indian soldiers are considered the very best in the world when it comes to high altitude and mountain warfare such that its High Altitude Warfare School (HAWS) is one of the most elite training centers across the globe. The US UK and Russia send their special Ops to train at this center to better their mountain warfare and in fact the US sent their soldiers to train at this very school before they deployed their regiments to Afghanistan.5) The Indian Army built the highest bridge in the world: The Bailey Bridge is the Highest Bridge in the world. Located in the Ladakh Valley between Dras and Suru rivers in the Himalayan Mountains. It was built by the Indian Army in August 1982.6) Their missile series is one of the best in the world ones that are feared by most countries. The AGNI-I failed its first two tests and that made the country the laughing stock amongst many nations but in its third attempt it ranked one of the best in the world. AGNI and Prithvi nuclear missiles are one of the most accurate in the world landing 50m within the desired destination. The AGNI –VI has a reach of 10000kms making it possible for it to strike...
RelatedWhat are some of the lesser known and mind blowing facts about India?,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India,https://qph.cf2.quoracdn.net/main-qimg-daa4e609fa4460a06e197bd34c40350f-pjlq,The entire state of Telangana is located on the north of the state of Goa; but Telangana is considered to be in South India while Goa is not! ‘South India’ is more of a cultural term than geographical!(northernmost latitude of Goa: 15.79° north southernmost latitude of Telangana: 15.83° north)
RelatedWhat are some of the most unusual Hindu temples in India?,https://www.quora.com/What-are-some-of-the-most-unusual-Hindu-temples-in-India,https://qph.cf2.quoracdn.net/main-qimg-6bff2bffc087e53b89bf86466b1d8f67-lq | https://qph.cf2.quoracdn.net/main-qimg-e7f56ade5a4ea0db11f625d881667129-lq | https://qph.cf2.quoracdn.net/main-qimg-ed8eaf83efdc181397984f9a2775f2e4-pjlq | https://qph.cf2.quoracdn.net/main-qimg-bc14227a44eb4f0167035b973a982a49-pjlq | https://qph.cf2.quoracdn.net/main-qimg-eb7e39779683d7be8d9c9917f99a6b44-lq | https://qph.cf2.quoracdn.net/main-qimg-189e9b8660e0cc6896ee567d90e470d2-lq | https://qph.cf2.quoracdn.net/main-qimg-6bff2bffc087e53b89bf86466b1d8f67-lq | https://qph.cf2.quoracdn.net/main-qimg-e7f56ade5a4ea0db11f625d881667129-lq | https://qph.cf2.quoracdn.net/main-qimg-ed8eaf83efdc181397984f9a2775f2e4-pjlq | https://qph.cf2.quoracdn.net/main-qimg-bc14227a44eb4f0167035b973a982a49-pjlq | https://qph.cf2.quoracdn.net/main-qimg-eb7e39779683d7be8d9c9917f99a6b44-lq | https://qph.cf2.quoracdn.net/main-qimg-189e9b8660e0cc6896ee567d90e470d2-lq,Bharat Mata Temple Varanasi Uttar Pradesh. ...Karni Mata Temple Deshnoke Rajasthan. ...Aeroplane Gurudwara Jalandhar Punjab. ...Kal Bhairav Nath Temple Ujjain Madhya Pradesh. ...Chinese Kali Temple Kolkata West Bengal. ...Malanda Duryodhana Temple Kollam Kerala...Continue ReadingBharat Mata Temple Varanasi Uttar Pradesh. ...Karni Mata Temple Deshnoke Rajasthan. ...Aeroplane Gurudwara Jalandhar Punjab. ...Kal Bhairav Nath Temple Ujjain Madhya Pradesh. ...Chinese Kali Temple Kolkata West Bengal. ...Malanda Duryodhana Temple Kollam Kerala...
RelatedWhat are some lesser known facts about the Indian Gudimallam Shiva Temple?,https://www.quora.com/What-are-some-lesser-known-facts-about-the-Indian-Gudimallam-Shiva-Temple,https://qph.cf2.quoracdn.net/main-qimg-164e515f55d69bd727733fd635ef22ca-pjlq | https://qph.cf2.quoracdn.net/main-qimg-596e612c77d9a02a612390c7af1edd38-pjlq | https://qph.cf2.quoracdn.net/main-qimg-dc9ff08f7aa6f876d2490c5927a304ef-pjlq | https://qph.cf2.quoracdn.net/main-qimg-db683bdb570d4efd272664b6c8ddf280-pjlq,Gudimallam is located on a diversion from the Tiruchanur Road at a distance of about 31 km fl Gudimallam is a small village in the Yerpedu mandal of the Chittoor district of Andhra Pradesh India. It is located on a diversion from the Tiruchanur Road at a distance of about 31 km from Tirupati and 18 km from Renigunta. Among all the temples which surround Tirupati the least known Gudimallam is also one of the most fascinating. Gudimallam located just 30 km from the temple town is one of the most ancient Shiva temples in India. The lingam here is believed to the longest continuously worshipped lingam in the world and is said to be over 2200 years old.The temple is picturesquely located on the banks of the Swarnamukhi River and the deity here is unique a 1.35 M seven-sided monolithic lingam. The front plane has the figure of Parasurama standing on the crouching figure of a Yaksha. It rests on a base of seven concentric rings or peethams only two of which are visible above the surface. The lingam is believed to be a manifestation of the trinity―Brahma at the bottom Vishnu in the middle and Shiva on top and the story behind it is just as interesting. Some of the copper coins obtained at Ujjain and belonging to the 3rd century BC contain figures which resemble the Linga of Gudimallam. A 1st-century sculpture in the Mathura Museum also contains a figure resembling the Gudimallam Shiva. It is said that Parasurama having killed his mother at the behest of his father wanted to atone for his sin. A sage advised him to perform penance on the banks of the Swarnamukhi River and he chose this sacred spot for the purpose. Each day a lone flower would bloom in the river which the sage would offer to the lord. Once Lord Brahma decided to test him and arrived in the form of a dwarf offering his help to which Parasurama agreed. The dwarf aided him with his prayers but tried to find a way to test the sage. At last he hit upon an idea and plucked and threw off the single flower in the river before the sage could use it for his prayers. For the first few days the sage thought that the flower had simply failed to bloom but then he suspected his aide lay in wait for him and caught him in the act of plucking the flower. His anger aroused he chased the dwarf brandishing the axe. Brahma realising that the joke had gone too far called out to Shiva who appeared and pacified Parasurama. He told him that his penance had borne fruit the minute Brahma had plucked the first flower from the river and that he need not carry his guilt any longer. Further he blessed them by merging them with the lingam Brahma crouching down as the dwarf and Vishnu as Parasurama on his shoulders holding his ax and a ram’s head. Such is the story of this unique temple! There is an atmosphere of spirituality that pervades this temple even in the absence of priests or devotees. After the crowd at Tirumala a visit to this temple can be an uplifting spiritual experience!
RelatedWhy is Tirumala Venkateshwara Swamy’s hand posture different?,https://www.quora.com/Why-is-Tirumala-Venkateshwara-Swamy%E2%80%99s-hand-posture-different,https://qph.cf2.quoracdn.net/main-qimg-db18914880a543d5b8158729aed3a0d7-lq | https://qph.cf2.quoracdn.net/main-qimg-db18914880a543d5b8158729aed3a0d7-lq,Just read this article….. “Have you ever seen any idol of a Hindu God in this world in only a standing position and never in sitting position just like Lord Sri Venkateswara.?.. Have you ever seen any other Hindu Deity in this world standing with such an unusual placement of His hands like Lord Sri Venkateswara..??I know you haven’t.. Because there’s no other Deity similar to the idol of Lord Sri Venkateswara existing in this world… Secondly most of the devotees who come to Tirumala Temple from many parts of the world do not even know that the principal deity or the Moola Virat of Lord VenkatesContinue ReadingJust read this article….. “Have you ever seen any idol of a Hindu God in this world in only a standing position and never in sitting position just like Lord Sri Venkateswara.?.. Have you ever seen any other Hindu Deity in this world standing with such an unusual placement of His hands like Lord Sri Venkateswara..??I know you haven’t.. Because there’s no other Deity similar to the idol of Lord Sri Venkateswara existing in this world… Secondly most of the devotees who come to Tirumala Temple from many parts of the world do not even know that the principal deity or the Moola Virat of Lord Venkateswara so majestically standing in the Sanctum Sanctorum of the holy TirumalaTemple is in fact having four arms.. While two of these four arms are clearly visible to us the other two are at the back of the Deity in a held up and curled into fists position.. It is through these two empty back arms that Lord Sri Venkateswara is telling us that “Although my two back arms are now empty am still keeping them ready to use my weapons the moment I realize that there’s a threat to humanity in general and to my devotees in particular”.. It is also for this reason that we find His Discus – The Sudarsana Chakra (beside the right posterior upper arm) and His Conch – the Panchajanya (beside the left posterior upper arm) – always kept ready for Him although only as decoration pieces just in case He decides to use them for whatever reason.. However what we actually see on the front side of the Moola Virat are the two anterior arms that the holy Lord Sri Venkateswara has quite unusually placed.. It is such an unusual placement in which the right anterior lower hand of the Holy Lord is bent at His elbow and is held in a supine position while His entire open palm is pointing towards His holy Lotus feet According to the Vedic scriptures such a peculiar hand position is called the Varada Hasta Mudra (The hand that offers boons).. With this mystic Mudra the Holy Lord Venkateswara is very emphatically telling us that “I’m going to stand here on the Tirumala Hills forever to protect my devotees in this unholy Kali Yuga.. For a devotee who has complete faith in my Holy feet am here to take care of him and his entire family during all the times they pass through the problems of this inhuman world” What is further more unusual here is that “Lord Sri Venkateswara’s left anterior lower hand is straight down; bent at the wrist and is found lightly resting just below His left hip.. Such an unusual hand position according to the Vedic scriptures is known as the Katya Vilambita Hastha Mudra” Katya means panegyric or pay homage Vilambita means hanging Hastha means hand and Mudra means posture.. With such an unusual Hasta Mudra the holy Lord Sri Venkateswara is giving us great assurance by saying “As long as my devotees have complete faith in Me I shall not allow the flood waters of this Bhava Sagara (Ocean of problems) go beyond their hip level”. “Sri Venkatesa Charanam Saranam Prapathye” This beautiful article is written by Shri Nareenaditya komaragiri ji. All credit goes to him. I'm just presenting a part of it. Image Source - Google You can follow my newly made space Legend of Lords to read more content like this about various Hindu deities…
RelatedName some of the facts about Tirumala Balaji Temple?,https://www.quora.com/Name-some-of-the-facts-about-Tirumala-Balaji-Temple,https://qph.cf2.quoracdn.net/main-qimg-f615863706b9e4f8cc3aa6459e33136b-pjlq,Thanks for A2AKaccha Karpooram (Green Camphor) which is a soft white chemical is applied on the idol of Balaji every day. Actually if this chemical is applied on a granite stone cracks will appear on it. Surprisingly this is applied on Balaji every day but there is no damage to the idol.There is a secret village approximately 23 Kms from the temple in Tirumala where no one is allowed except the residents of the village. Lord Venkateswara gets all the flowers milk ghee butter from this village only.It is also said one can hear the sound of water waves from the back of the idolThough Lord Venkateshwara statue appears to be standing at the center but actually Swamy stands at the right side corner of the Garba Gudi.The oil lamps lighted in front of the Swamy idol are said to be lit since thousands of years. It is also said that the lights never extinguish.There is also a traditional belief that Balaji has a third eye which he opens at the time of Abhishekam. Daily the third eye is closed by the Kachcha Karpuram.There is also a belief that Lord Venkateswara and Mata Lakshmi roams in the Tirumala Mada streets in the human form at evening.During Bramhotsavam when Garuda Seva is performing then Garuda (eagle) comes to watch the utsav. I and my father witnessed it once.
RelatedWhat are some interesting facts about Indian temples?,https://www.quora.com/What-are-some-interesting-facts-about-Indian-temples,https://qph.cf2.quoracdn.net/main-qimg-9f6f24de3584cdad2ee83fb8839e0921-lq | https://qph.cf2.quoracdn.net/main-qimg-9f6f24de3584cdad2ee83fb8839e0921-lq | https://qph.cf2.quoracdn.net/main-qimg-a5de6d9b6db6d417458295e5a4d07807-lq | https://qph.cf2.quoracdn.net/main-qimg-0959d161df26d57b1a713e455cfdd139-lq | https://qph.cf2.quoracdn.net/main-qimg-66b4abcb090552eb34a29e635a6b7562-lq | https://qph.cf2.quoracdn.net/main-qimg-4c3b1c66141599f62d9d648f159589fd-lq | https://qph.cf2.quoracdn.net/main-qimg-a1424e595dc6b09326fd4f4fecefa9e8-lq | https://qph.cf2.quoracdn.net/main-qimg-6d0c35f0720e06266fcaedb262c83854-lq | https://qph.cf2.quoracdn.net/main-qimg-01ba1afb0d5a846d3ddb5adf411bcf36-lq | https://qph.cf2.quoracdn.net/main-qimg-0ae2828b5deace292ca49f2239c76e64-lq | https://qph.cf2.quoracdn.net/main-qimg-db2d0baffa4510a12a78a7bfe027d872-lq | https://qph.cf2.quoracdn.net/main-qimg-3b433e82b98fa8eb5194be8797b03660-lq | https://qph.cf2.quoracdn.net/main-qimg-211c94eab78fa8d7b37235915f79857a-lq | https://qph.cf2.quoracdn.net/main-qimg-293ff06190c360a04ca8769a03c11636-lq | https://qph.cf2.quoracdn.net/main-qimg-7edd57d087276c7efb0a13c6307a3f5a-lq | https://qph.cf2.quoracdn.net/main-qimg-1faad77465fca4d08670abc809a29163-lq | https://qph.cf2.quoracdn.net/main-qimg-8e093e397237c42e2d158fb747027b84-lq | https://qph.cf2.quoracdn.net/main-qimg-572ffd9ada23df5f64e9bb4cb038759e-lq | https://qph.cf2.quoracdn.net/main-qimg-c534f9cc22df97e9d8f61cede168c785-lq,Ancient Hindu temple models were based on sacred complex geometry. In order to answer this question I need to give you a little background information. Some of you might know that holograms are produced using a monochromatic(single colour) beam that splits into two beams using a special lens. One of those beams is ‘reference beam' and is radiated directly onto the holographic film. The second beam is reflected off of the object that you want to make a hologram of.When the two laser beams interest they create what's called an interface pattern. This is the pattern that the two sets of waves maContinue ReadingAncient Hindu temple models were based on sacred complex geometry. In order to answer this question I need to give you a little background information. Some of you might know that holograms are produced using a monochromatic(single colour) beam that splits into two beams using a special lens. One of those beams is ‘reference beam' and is radiated directly onto the holographic film. The second beam is reflected off of the object that you want to make a hologram of.When the two laser beams interest they create what's called an interface pattern. This is the pattern that the two sets of waves make when they overlap. That pattern is what recorded onto the film and then projected resulting in the formation of the hologram. The interesting thing about holograms is that if you cut that holographic film(the negative) into 4 pieces each piece will give the entire image. Even if you cut that four pieces into smaller pieces they will still give you the entire image. In short each fragment of that holographic film (that negative) contains the information of the whole. Moving forward let's look at this Purnam Shanti Mantra from Isha vasya punished:This means The supreme being (the Paramatma) is complete and self-reliant in the same manner we(the Atma) which is the fragment of Paramatma is also complete and has the same characters as those of the Paramatma.Our Atma is the replica of Paramatma.According to the ancient Hindu Samkhya school of philosophy the cosmos is holonomic i.e. the structure of the cosmos replicates it is self-similar at an ever decreasing scale and just like a hologram each fragment of this cosmos is complete in itself and contains all the information of the whole. (Now you might understand why I explained you the working principle of a hologram) Now the ancient Indian sages had led down the rules for art and architecture. In this they had said that all the manmade structures and objects must maintain harmony with the cosmos. By this philosophy the ancient Hindu temples are the symbolic representation of the model of the universe. A small part of the temple should be the replica self-similar to the whole. The ancient Hindu engineers were the master of geometry. Let me tell you what kind of geometry did they use to prepare the layout of the temple.In the above-sited image you see an equilateral triangle.In the second step join the midpoint of all the sides of this triangle and remove the central triangle.Repeat the same step.Again again repeat the same step and here we get a complex sophisticated design.Here every part of this image is a replica of the whole. The design evolves with each step we execute. This kind of pattern is known as the Sierspinki's Gasket. The geometry of such self replicated shapes is called fractal geometry. We find such patterns everywhere in nature; the clouds the coastlines river delta lightening licencing mountain ranges leaves cyclones Hurricanes and much more. Here're a few more beautiful examples of fractal geometry.   In the mid-60s when he was working with IBM's he used many computer softwares to create fractal patterns. Whereas in IndiaThe intricate design of each element of the temple structure was made using fractal geometry. Let me show you an example where it has been implemented 1000 years back.The majestic Kandariya Mahadeva temple in Khajuraho:The design of the shikhar of this temple has been created using fractal geometry.Here we have a main shikhar and then self-replicating smaller Shikhars surroundings these smaller shikars are even smaller self-similar shikhars. This is repeated at an ever decreasing scale. 2. One more beautiful example is Surya(Sun)temple. at Gujarat.Near the temple there is a kund(tank) to have a ritual bath. The stairs of this kund follow a pattern similar to the Sierpinski's Gasket.In fractal geometry while we're creating a fractal pattern we use the iteration process. Not only is the pattern being repeated in an ever decreasing manner but we're repeating the same procedure i.e. we're going into a loop an iteration. 3.)Here's one more great example 1000-year-old Ambarnath Shivalaya near Mumbai. Look It's not a simple square or rectangular layout. It's jagged.Here's another view of the same temple. You can easily make out the jagged edges. Now the rest of the world the western mathematicians or computer scientist dudes are creating these fractal images since last 50–60 years and it is only since last 15 to 20 years that they are implementing it in architecture. Whereas in India we've been doing this for the last 1700 years. This is the most interesting fact about the Hindu temples. :)
RelatedWhat are the top 10 oldest temples in India?,https://www.quora.com/What-are-the-top-10-oldest-temples-in-India,https://qph.cf2.quoracdn.net/main-qimg-6e3ceacac4fca70e61fe17a118ff3b0a-lq | https://qph.cf2.quoracdn.net/main-qimg-f4c694d590100f4b1afb0c089d8d1b7d-lq | https://qph.cf2.quoracdn.net/main-qimg-21c84666718cb42130adebd8ef7cfaea-lq | https://qph.cf2.quoracdn.net/main-qimg-6bf4b70fe98cdf03484e7c9977e87a24-lq | https://qph.cf2.quoracdn.net/main-qimg-3819866e74c18ba31a9baf54b627a3b0-lq | https://qph.cf2.quoracdn.net/main-qimg-5759fc632faf3202da07979efbbe07d8-lq | https://qph.cf2.quoracdn.net/main-qimg-80c36d975cf8d353e901daf2c0a0ffaf-lq | https://qph.cf2.quoracdn.net/main-qimg-ffa9456f370ae2bf113cfd4deff90a10-lq | https://qph.cf2.quoracdn.net/main-qimg-4358ab05795bf4066e00bd2ebe308d70-lq | https://qph.cf2.quoracdn.net/main-qimg-a71d234ad1dadce4a957cab23e0af6b6-lq,Here’s A List Of The Oldest Temples In India 1. The Temples Of Hampi KarnatakaLocated in the southern state of Karnataka Hampi is world renowned for its historical ruins and heritage. Its Group of Monuments that cover over 4100 hectares (16 square miles) is also recognised as a UNESCO World Heritage Site. Hampi was once the capital of the Vijayanagara empire in the 14th century and today you can witness the ruins of more than 1600 structures from the last great Hindu kingdom in South India that ruled here for over 200 years. Among the many ancient temples here at Hampi don’t miss the Vittala temple—the stone chariot the Virupaksha Temple and the elephant stables. 2. Dilwara Temples Mount Abu RajasthanThese Jain temples built between the 11th and 13th century are located about 2.5 km from Mount Abu in Rajasthan. There are five temples in a single complex each with a distinct identity and dedicated to different Tirthankaras. Collectively known for the handiwork of intricate craftsmanship each temple is unique in its architecture and cultural relevance.The stunning use of marble that can be seen in the exquisite detailing in the ceiling doorways and pillars are a reminder of the skill and splendour that went into building these marvelous temples. The five temples—Vimal Vasahi Luna Vasahi Pittalhar Temple Parshvanatha Temple and Mahavir Swami Temple are considered among the most remarkable Jain pilgrimage sites in the world. 3. Konark Sun Temple OdishaBuilt in the 13th century by the kings of the Eastern Ganga dynasty the Konark Sun Temple is situated in the small town of Konark in Puri Orissa. This marvel of architecture is dedicated to the sun god and the gigantic structure is meant to resemble the sun god’s chariot with 12 pairs of elaborately carved stone wheels dragged by seven horses. Today the temple stands without the vimana or the main sanctum which once stood 229 feet tall. A wonderful example of Kalinga architecture this ancient temple of India is made with Khondalite rocks and is a UNESCO World Heritage Site. 4. Sanchi Stupa Madhya PradeshLocated on a hilltop at Sanchi in the Raisen District of Madhya Pradesh the Sanchi Stupa was built between the 3rd century BC and 12th century AD. This ancient temple of India is supposed to be one of the oldest stone structures in India. It was built under the supervision of emperor Ashoka’s wife and daughter. It has a large hemispherical dome surrounded by four gateways called Toranas. These four intricately designed gateways face four different directions each symbolising love trust courage and peace. The magnificence of this stone structure lies in its size— 16 metres high and 37 metres wide. It preserves the relics of the Buddha and has also garnered itself a place on the list of UNESCO World Heritage Sites. 5. Jagatpita Brahma Mandir Pushkar RajasthanThis Hindu temple located close to the Pushkar lake considered sacred in Pushkar Rajasthan is not just one of the oldest temples in India but is known as one of the oldest temples in the world. While the present structure dates back to the 14th century the temple itself is said to be 2000 years old. Dedicated to the god Brahma the Jagatpita Brahma Temple is built of marble and stone with motifs of the hamsa or swan. The temple sanctum sanctorum (garbhagriha) holds the statue of Brahma seated in a cross legged position along with his second consort the goddess Gayatri. 6. Tungnath Temple UttarakhandStanding at a height of 3680 metres (12073 feet) the Tungnath temple is the highest Shiva temple in the world and amongst the most ancient temples in India. Thanks to its elevation it is also the highest of the Panch Kedar temples the others being Madhyamaheshwar Kedarnath Rudranath and Kalpeshwar. The temple is believed to have been built by the Pandavas to venerate Shiva and seek his pardon. This ancient temple is located in the Rudraprayag district of Uttarakhand. It’s made of black rock and the construction style is similar to that of the temple in Kedarnath. While there are a dozen shrines of other gods surrounding the temple it is quite small in size—only 10 people are allowed in at a time. 7. Mahabalipuram Temples Tamil NaduPart of a UNESCO World Heritage Site the Mahabalipuram group of temples are a reflection of the rich cultural heritage of the seventh and eighth century of India. These ancient structures are located in the coastal resort town of Mahabalipuram Tamil Nadu India and were built by the Pallava kings in the 7th and 8th centuries. The temple town Mahabalipuram has approximately 40 monuments and Hindu temples which are a mix of ratha-(chariot)shaped temples mandapas (cave) temples huge open-air rock reliefs and the Shore temple all dedicated to Shiva. 8. Kailasha Temple MaharashtraLocated in cave 16 of the Ellora Caves in Aurangabad Maharashtra the Kailasa temple was built by King Krishna I in AD 760 to represent Mt Kailasa Shiva’s Himalayan abode. This astonishing temple is known as one of India’s greatest monuments due to its massive size amazing architecture and mind-boggling detailed carvings. It was carved in perfect proportion from a single piece of basalt rock from Charanandri Hills by hand using chisels hammers and picks. It also might be the reason why it’s considered as an engineering marvel—a perfect spot for history and architecture lovers. 9. Ramanathaswamy Temple Tamil NaduThis temple located on Rameswaram Island town in Tamil Nadu is one of the four most holy pilgrimages (Char Dhams) of the Hindus. Dedicated to Shiva the temple is one of 12 jyotirlingas (devotional representation of Lord Shiva) in India and is visited by almost every Hindu devotee. The Ramanathaswamy temple is known for its intricate work majestic towers and corridors. It boasts a 126-feet-tall eastern tower a 78-feet-high western tower and 22 theerthams or holy wells. Devotees bathe in the waters of these holy wells before entering the inner sanctum of the temple. It is believed that bathing here atones one of all sin. This very sacred temple has the longest corridor recorded among all the existing Hindu temples in India. It is believed that on his way back to Ayodhya after killing the demon Ravana and rescuing Sita it was here that Rama stopped to worship Shiva. 10. Badami Cave Temples KarnatakaThe Badami cave temples are located in the Bagalkot district of North Karnataka in India in the town called Badami. These cave temples lie about 88 miles (142 km) east of Belgavi and 87 miles (140 km) northwest of Hampi. They form a complex of temples that are considered an example of Indian rock-cut architecture especially Badami Chalukya architecture. Badami or Vatapi (as the town was formerly called) used to be the capital of the Chalukyas between 540 AD and 757 AD. These temples are cut out of the sandstone that surrounds the Agastya lake. Of the four cave temples three are dedicated to deities in the Hindu pantheon while one is dedicated to Jainism. The first temple is dedicated to Nataraja the second and third to Vishnu and the fourth to Mahavira the founder of Jainism. They are connected to each other through a flight of stairs.
RelatedWhy there is no Lakshmi Temple in Tirupati the abode of Sri Lord Vishnu? Will TTD or any other Hindu trust or individuals come forward to construct a Lakshmi Temple in Tirupati similar to Sri Padmavathi Temple there?,https://www.quora.com/Why-there-is-no-Lakshmi-Temple-in-Tirupati-the-abode-of-Sri-Lord-Vishnu-Will-TTD-or-any-other-Hindu-trust-or-individuals-come-forward-to-construct-a-Lakshmi-Temple-in-Tirupati-similar-to-Sri-Padmavathi-Temple-there,https://qph.cf2.quoracdn.net/main-qimg-c6bae60551a7e117f1833af146d8cacb-lq | https://qph.cf2.quoracdn.net/main-qimg-8ba47bec216d939560c87f4c96f3258a-lq | https://qph.cf2.quoracdn.net/main-qimg-01aa2b4e676a0522adf94539b50f1bf8-lq,Who told there is no lakshmi temple in tirupati ? the main temple itself can be considered as the temple of lakshmi also  because the statue of the lord has lakshmi devi on his chest  they apply turmeric to the lord which is not done anywhere in a vishnu temple  do you know the reason for this ? its because goddess lakshmi is also present on the statue  that is why the lord is having half female and half male vastra (clothes) too  because upper half of the idol has lakshmi devi on his chest  also srinivasa is none other than vishnu and padmavati is none other than lakshmi devi  we shoulContinue ReadingWho told there is no lakshmi temple in tirupati ? the main temple itself can be considered as the temple of lakshmi also  because the statue of the lord has lakshmi devi on his chest  they apply turmeric to the lord which is not done anywhere in a vishnu temple  do you know the reason for this ? its because goddess lakshmi is also present on the statue  that is why the lord is having half female and half male vastra (clothes) too  because upper half of the idol has lakshmi devi on his chest  also srinivasa is none other than vishnu and padmavati is none other than lakshmi devi  we should visit the main temple only after visiting the padmavati devi temple  because if mother tells our wishes to father  the lord will definitely fulfill them  
RelatedWhat is one picture of Shri Tirupati Balaji that will make me say 'Govinda Govinda'?,https://www.quora.com/What-is-one-picture-of-Shri-Tirupati-Balaji-that-will-make-me-say-Govinda-Govinda,https://qph.cf2.quoracdn.net/main-qimg-b3cc8cd691b24579bc0ea469cd89c756-lq,Radhe radhe!
RelatedWhat are the less known and unique temples in India?,https://www.quora.com/What-are-the-less-known-and-unique-temples-in-India,https://qph.cf2.quoracdn.net/main-qimg-dbfa106de657618dd507566643c9fcc2-lq | https://qph.cf2.quoracdn.net/main-qimg-87d96a296ead536950d457eeb0796ba0-lq,The Ratneshwar Mahadev temple of Varanasi in India is a wonder of its own. It is 74 metres in height and tilted at an incredible 9 degrees! The age of the temple is unknown and varying estimates put it between the 16th and 17thh centuries. There are a number of submerged temples around this temple. The temple is dedicated to Lord Shiva. The temple is believed to have been built by a servant of raja mann singh for his mother. It seems like the structure was deliberately built on the banks of the Ganga river. No one is sure but the strange tilt of the temple may be due to the strong river currents and a possible weak foundation. 
RelatedWhat are some interesting facts about the Jagannath temple of Puri?,https://www.quora.com/What-are-some-interesting-facts-about-the-Jagannath-temple-of-Puri,https://qph.cf2.quoracdn.net/main-qimg-221570bd85437b76c155d171b77f048a-lq | https://qph.cf2.quoracdn.net/main-qimg-221570bd85437b76c155d171b77f048a-lq | https://qph.cf2.quoracdn.net/main-qimg-9f01041ac464fc3d858a9c73392256f1-lq,These are some list about Holiest Abhada1. Rice that is used for cooking at Lord Jagannath Temple at Puri is called Amunia 2. Cooked rice is called Anna. 3. When cooked rice moved out of Temple Kitchen it is called Chheka 4. When kept on the Bhairavi Chakra it is called as Bhoga 5. When Bhoga is surrendered to 3 deities it is Naibedya 6. When Naibedya is offered to Goddess Bimala it is called Mahaprasad 7. When Mahaprasad is placed before Panch Parameswar it is called Kaibalya 8. When kaibalya is consumed by people it is called Abadha 9. Leftover of Abadha is dried up which is known as Nirmalya !Continue ReadingThese are some list about Holiest Abhada1. Rice that is used for cooking at Lord Jagannath Temple at Puri is called Amunia 2. Cooked rice is called Anna. 3. When cooked rice moved out of Temple Kitchen it is called Chheka 4. When kept on the Bhairavi Chakra it is called as Bhoga 5. When Bhoga is surrendered to 3 deities it is Naibedya 6. When Naibedya is offered to Goddess Bimala it is called Mahaprasad 7. When Mahaprasad is placed before Panch Parameswar it is called Kaibalya 8. When kaibalya is consumed by people it is called Abadha 9. Leftover of Abadha is dried up which is known as Nirmalya !!! Amazing shades of finer sentiments overwhelming culture of Lord Jagannath that captivated the Odia Civilisation for thousands of years..Jai Jagannath. Photo credit- google
